0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500
0.4547456741333008,0.46453242301940917,0.1454087257385254,0.13029165267944337,0.23942022323608397,0.11493687629699707,0.47950143814086915,0.4276316165924072,0.46706151962280273,0.6510154724121093,0.13725671768188477,0.48342719078063967,0.5065367221832275,0.288439416885376,0.24558820724487304,0.4566661834716797,0.830545711517334,0.13431253433227539,0.15978627204895018,0.2103276252746582,0.5881474018096924,0.46720108985900877,0.2663407325744629,0.876482629776001,0.4421555519104004,0.2357102394104004,0.12601838111877442,0.29692931175231935,0.18915033340454102,0.252728271484375,0.42495412826538087,0.5126934051513672,0.3282200813293457,0.17120494842529296,0.37185397148132326,0.14407005310058593,0.13244452476501464,0.6871634006500245,0.13396773338317872,0.6302007675170899,0.6025763511657715,0.17054901123046876,0.5849830627441406,0.4918805122375488,0.46303324699401854,0.21936025619506835,0.21989898681640624,0.18273353576660156,0.6353774070739746,0.17720208168029786,0.192506742477417,0.7110591888427734,0.29348044395446776,0.3611717700958252,0.24468083381652833,0.754233980178833,0.17168636322021485,0.31171565055847167,0.17287325859069824,0.27118358612060545,0.1796886444091797,0.33602085113525393,0.8327325344085693,0.6671481609344483,0.557926082611084,0.5740557670593261,0.418195104598999,0.606326961517334,0.23578662872314454,0.23376216888427734,1.0091800212860107,0.6108322143554688,0.3530297756195068,0.48166141510009763,0.37564878463745116,0.6529268264770508,0.2559556007385254,0.3528443813323975,0.2191946029663086,0.3374624729156494
0.08736298320715614,0.03537311620194245,0.010558583449235498,0.005953657828835547,0.018509128381008627,0.00802450521744527,0.021200215554454317,0.07400631035839891,0.009290967138300826,0.054165839347452824,0.005819148872965751,0.016107059618806412,0.030489330888803113,0.0064178230563789905,0.030926406365389212,0.012605537413198106,0.03170348204985615,0.006261188773614279,0.01648699967573937,0.006783807858269237,0.015946758236142302,0.0068758241914746495,0.040390675667433505,0.03903259723544854,0.07073062556465944,0.004335777279813373,0.010284761222906778,0.006604622166701316,0.0028603045833265803,0.00457470411847445,0.014823237615446756,0.04045927798627497,0.018936830005881238,0.0063210752006518135,0.03743876056446383,0.006988994799829474,0.007967607981409507,0.04622031937382514,0.006916196014910268,0.07764571542210484,0.03287169102779619,0.006875246824718823,0.06904102862794373,0.011270751971983451,0.0129826930365318,0.0032880859803922865,0.0029388472878824003,0.028683867826597296,0.03840925185654772,0.007347056517980139,0.010272464190136893,0.08624085619642095,0.014708671114553486,0.007741091445523842,0.006861705737587926,0.09255348755188295,0.009162083684913001,0.006913668028491192,0.02327077886573762,0.031527318708553013,0.01262940949453611,0.015413345314046032,0.05246330824529857,0.0943534430116773,0.02043046673076409,0.05476993499160015,0.006364148145394949,0.016405741993782703,0.024504099645888015,0.015873303012648547,0.05479543825591567,0.07145016414935916,0.005590602586190476,0.010166664930656709,0.036769387465852364,0.025925616393871857,0.018018104650241323,0.04180228700981524,0.012841405025671817,0.0065296861622002695
0.009745168685913085,0.012887191772460938,0.008801603317260742,0.008630084991455077,0.012583065032958984,0.009954452514648438,0.012462329864501954,0.010756731033325195,0.011052751541137695,0.011056852340698243,0.012179231643676758,0.008758449554443359,0.008472728729248046,0.0062500953674316405,0.009157085418701172,0.00782632827758789,0.009379005432128907,0.006406164169311524,0.0031271934509277343,0.006227445602416992,0.009378147125244141,0.014525604248046876,0.008361101150512695,0.006854867935180664,0.015227317810058594,0.011780977249145508,0.006062078475952149,0.010602807998657227,0.007353830337524414,0.009888887405395508,0.010490083694458007,0.012817001342773438,0.00875840187072754,0.006255674362182617,0.00539102554321289,0.003123617172241211,0.010830068588256836,0.008353853225708007,0.005771064758300781,0.0156308650970459,0.013543939590454102,0.0031250953674316407,0.006752490997314453,0.012886428833007812,0.005865764617919922,0.002093648910522461,0.012596321105957032,0.006079196929931641,0.003394746780395508,0.0006945610046386718,0.00861501693725586,0.005638647079467774,0.006248188018798828,0.003827476501464844,0.012343025207519532,0.005243539810180664,0.012884092330932618,0.004209709167480469,0.0049153327941894535,0.0045353412628173825,0.007132387161254883,0.016422510147094727,0.013022470474243163,0.016758298873901366,0.016263341903686522,0.018628263473510744,0.013236904144287109,0.013334560394287109,0.006255149841308594,0.0073337554931640625,0.017186689376831054,0.012783575057983398,0.011831378936767578,0.004826545715332031,0.009149885177612305,0.017950725555419923,0.008855724334716797,0.014288377761840821,0.01072850227355957,0.01219940185546875
0.008109458635026708,0.0035477166576341284,0.0077867719220156865,0.007123033561049779,0.006293402353495209,0.006789497362466675,0.006429861384424375,0.006611742906459226,0.006670805788724932,0.006064915174125402,0.006121743024539388,0.007292144977975921,0.007195349909971221,0.007654772260336815,0.006496784920565132,0.006690045974941577,0.007657931472064209,0.006409753997307568,0.006254386901855469,0.0076271189967790825,0.007657226997763171,0.0018193316470763046,0.007560983614728384,0.00844891237549131,0.0021880621280054736,0.006054407325775376,0.006287283678388579,0.00632620793275263,0.004961162996725068,0.00583089832471782,0.006650714047030838,0.004223484027060556,0.007225176806459487,0.007661605092549972,0.005992616625456444,0.006247234344482422,0.006567040641557947,0.007072786365683049,0.0058762600713750035,8.723122962782998e-06,0.007066962633942971,0.006250190734863282,0.007302489512279668,0.0043043261320677454,0.007311907826257832,0.0025648583065175984,0.006302805302173199,0.007473579447417398,0.0028855536269056727,0.0013891220092773437,0.004584173435403548,0.007030742949011606,0.007652436351850213,0.006088849555110868,0.006200585646095552,0.006618774474321222,0.003475410734919221,0.008419418334960935,0.006381539626774033,0.005772775046483056,0.005142308095515708,0.0012646632014296747,0.004777764708917001,0.0021818406066315354,0.003437064895941527,0.004284891610345026,0.004816183189072581,0.0031558165664239152,0.00766096639786739,0.006305149826705858,0.004747238275988428,0.0037100712345850724,0.006095718607071967,0.006325310217156727,0.007482046828457599,0.005500887826246978,0.005803179820002158,0.0021579432594842495,0.006742828646297132,0.00646888598751362
0.1,0.1,0,0.1,0.01,0,0.1,0.001,0,0.001,0.001,0.0001,0,0.0001,0,0.0001,0,0.001,0.1,0.1,0.001,0.001,0.001,0.001,0.001,0,0.01,0.001,0.0001,0.0001,0,0.01,0.01,0.01,0.1,0.01,0.1,0.0001,0.1,0.0001,0.0001,0.001,0.001,0.001,0,0,0.1,0.1,0.001,0.01,0.01,0.0001,0,0.001,0,0,0.01,0.001,0,0.0001,0,0.1,0.1,0,0,0.01,0,0.0001,0,0.01,0.001,0,0,0.0001,0.01,0.1,0.01,0.1,0.001,0.001
0.0001,0.001,0.01,0.1,0.01,0,0.01,0,0.1,0.001,0.0001,0.01,0.01,0.01,0.0001,0.0001,0.01,0.01,0.001,0,0,0.01,0.1,0.001,0,0.0001,0,0.1,0,0,0.1,0,0.01,0.0001,0.001,0.0001,0.001,0.001,0.001,0,0.001,0.001,0.001,0.0001,0.1,0.01,0.1,0.1,0.01,0.1,0.1,0.0001,0,0.01,0,0.0001,0.0001,0.01,0.01,0,0,0.1,0.01,0.1,0,0,0,0.001,0.01,0.1,0.01,0.1,0.0001,0.01,0.01,0.0001,0.0001,0,0.0001,0.1
binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary,binary
150,200,50,50,100,50,150,200,150,150,50,150,150,100,100,150,200,50,50,100,200,150,100,200,200,100,50,100,100,100,200,200,100,50,150,50,50,200,50,200,200,50,150,150,200,100,100,50,150,50,50,200,150,150,100,200,50,100,50,100,50,100,150,200,150,200,100,200,50,50,150,150,100,100,100,150,50,100,50,100
