0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,3500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500,10500
0.6050313472747803,3.7147292137145995,0.42811145782470705,0.42144389152526857,0.48069491386413576,4.697245407104492,1.7190425395965576,1.705740261077881,10.930063581466674,1.4619118213653564,0.3654823303222656,1.809317684173584,5.012244749069214,5.085284805297851,0.6850390434265137,0.43651905059814455,1.6420155048370362,8.571593809127808,0.38186006546020507,0.7563922882080079,0.654956865310669,10.258724880218505,8.749652528762818,0.7965604305267334,0.43570947647094727,0.5285087585449219,0.5156907558441162,0.330157470703125,9.904597091674805,0.32609877586364744,8.333200836181641,0.3657722473144531,0.9155294895172119,0.7184645652770996,0.25223650932312014,12.082285451889039,10.633514308929444,8.670583200454711,1.4660645008087159,0.3216234683990479,5.171860837936402,1.6657548427581788,0.822975492477417,1.4792419910430907,0.9925528526306152,0.2590166091918945,9.554601907730103,4.873910760879516,5.038342046737671,0.4493678569793701,4.961310529708863,9.971415758132935,0.7934176921844482,1.5281136989593507,0.4145474433898926,9.78532075881958,0.6521619319915771,8.587076377868652,0.3630979537963867,0.25355048179626466,1.3326902389526367,0.5262604713439941,0.47259230613708497,0.7177298069000244,2.9523762702941894,3.0173224449157714,0.564131212234497,0.7301175117492675,0.8708070755004883,0.5518052101135253,0.7690940380096436,0.8800378322601319,1.017786169052124,1.3250798225402831,1.509496307373047,1.132943058013916,3.1245753288269045,0.38230075836181643,0.38216462135314944,0.45345287322998046
0.2047674640804602,0.23070754846151217,0.06716958467896077,0.07382533918761272,0.049044014973552326,0.7379335117099063,0.7003126992006267,0.28175793405604094,0.2561612611324815,0.27229201155360566,0.09749504593534256,0.7095087913695554,0.4677867480117042,0.4012109780549028,0.16296805452456745,0.1174491007987373,0.6151403232545429,2.0392399053050068,0.05071383323549536,0.11999324111146688,0.1418589657696999,2.5384761375351874,2.558398943619348,0.10790194204906274,0.01989487585977026,0.1312848559519321,0.0371528315916582,0.1093184030726675,0.36969137876256997,0.055326106146432026,1.6642008280968914,0.11917056937553415,0.27782060399296077,0.09038506848116425,0.0092819260839026,1.600648507868956,0.8210055973306356,1.844768294636083,0.5871347710892084,0.060530015068555355,0.579201634542944,0.3475714097871133,0.24789531160582312,0.2753250362964163,0.11905460973250931,0.013663240053420936,0.6181882928712527,0.39200673156957855,0.4063167096568853,0.032681123862451644,0.3043162236251714,1.0482158819106642,0.1037838908897516,0.4456464725154726,0.04319135123076163,0.6047221045309696,0.10547918780875225,1.493660182120684,0.04120645788317406,0.040988584660993276,0.21613645566912337,0.014493428721117103,0.015282186017724226,0.066152628130142,0.251698250056148,0.15008428894605952,0.04323447193765307,0.06863777476721154,0.09474561909985582,0.05552904675478621,0.0783639506498899,0.136634905884105,0.09036900261033383,0.1419419931730079,0.18385319681967244,0.1410814309408083,0.4086021236279785,0.03382848573320464,0.03390284358639997,0.05572358416723008
0.00610508918762207,0.019553995132446288,0.006223440170288086,0.006527233123779297,0.006155586242675782,0.053339910507202146,0.01012425422668457,0.006833839416503906,0.05364217758178711,0.006925821304321289,0.003701305389404297,0.008556747436523437,0.023409700393676756,0.025375509262084962,0.008857393264770507,0.004288816452026367,0.006163406372070313,0.03885717391967773,0.0005009651184082031,0.002537059783935547,0.004327535629272461,0.05186319351196289,0.044469690322875975,0.005772829055786133,0.0045245647430419925,0.0031160831451416014,0.0013023853302001954,0.0017027854919433594,0.049269580841064455,0.003990459442138672,0.040848493576049805,0.001602506637573242,0.0048144817352294925,0.006902503967285156,0.0031293392181396484,0.06641135215759278,0.0514190673828125,0.04016380310058594,0.0073813915252685545,0.008629655838012696,0.023834800720214842,0.006361246109008789,0.004410076141357422,0.003003549575805664,0.0056514739990234375,0.001813364028930664,0.04803142547607422,0.02498183250427246,0.029078102111816405,0.008076858520507813,0.021443557739257813,0.047986173629760744,0.006301784515380859,0.010073137283325196,0.002665090560913086,0.045170164108276366,0.0013059616088867188,0.040390825271606444,0.0028048992156982423,0.0004009723663330078,0.011331129074096679,0.008191967010498047,0.0036969661712646486,0.0056076526641845705,0.026566743850708008,0.02682466506958008,0.0039054393768310548,0.009148693084716797,0.007222127914428711,0.011768054962158204,0.006609201431274414,0.009279823303222657,0.008247613906860352,0.00991363525390625,0.013655614852905274,0.01125478744506836,0.03237342834472656,0.002223634719848633,0.002602815628051758,0.0065304279327392575
0.0012024668925334214,0.0020700768148800906,0.0015035506372821754,0.0011957135092444545,0.00046554893088023854,0.0551451705303442,0.006347762742977497,0.006699305932317396,0.010917064558804652,0.004463008149188071,0.004536424322597702,0.007105883761102399,0.007585106856221978,0.008907724947338045,0.0055551732631850155,0.002791961297412203,0.006212863703955666,0.012705668581868246,0.0010019302368164062,0.0031389205338561823,0.003990797065668842,0.007535839467921279,0.008917589099508799,0.004241576169222634,0.005714335148955438,0.0025681573976471484,0.002604770660400391,0.002138517296742858,0.009424761708164267,0.002901526435306339,0.009274647073834099,0.003205013275146484,0.004714078878126783,0.005946346030712328,0.0047062115449694256,0.010545074863930358,0.007887852784862792,0.012709456192696629,0.007475988811655798,0.002261305643153964,0.0015163606711523679,0.003833829949880343,0.0038732461617664807,0.0036785825021832543,0.004780253391153364,0.0016953844233215019,0.009167680581868894,0.00478466229852862,0.007917933324028225,0.005073088094084066,0.00736272346598399,0.007454686561791456,0.0025486648163512613,0.006088306434194488,0.003307866844990209,0.005843365979968391,0.001607139173365182,0.009171041198169987,0.0037821163824884145,0.0008019447326660156,0.00663605936574629,0.0031409782017665566,0.004157176501999588,0.0068967437290761045,0.005162464952979961,0.0032485957154649464,0.0053406176429228285,0.00514274756433762,0.006350517372126192,0.0030853784833213944,0.004096766509665363,0.001432595511941383,0.007528835605451709,0.003527514473985941,0.0021265411824741755,0.005407611687964091,0.00308594672028602,0.003919480911313716,0.003558550336156879,0.00456469909363855
0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2
25,10,25,25,10,10,25,25,10,10,10,25,25,25,10,10,25,10,25,25,10,25,10,10,10,25,25,10,10,10,10,10,25,10,10,10,10,10,25,10,10,25,25,25,25,10,25,25,10,25,25,10,25,10,25,25,10,25,25,10,25,10,10,10,25,25,25,10,10,25,25,25,25,25,25,10,25,10,10,10
1000,500,1000,500,500,500,500,1000,1000,1000,500,1000,500,500,1000,500,1000,1000,1000,500,500,1000,1000,500,1000,1000,500,1000,1000,1000,1000,500,1000,1000,1000,1000,1000,1000,500,1000,500,1000,1000,500,1000,1000,1000,500,500,1000,500,1000,1000,1000,500,1000,500,1000,500,500,1000,500,1000,500,1000,1000,1000,500,1000,1000,1000,500,1000,500,1000,500,500,1000,1000,1000
,20,15,20,30,25,,25,,20,30,20,50,,30,,50,15,30,15,30,15,30,25,25,,50,25,50,20,25,50,,50,20,50,15,15,50,20,50,20,20,20,15,20,50,25,25,25,15,50,50,25,25,25,50,50,15,,50,,20,,20,50,30,50,25,25,15,20,,15,15,30,,20,20,20
